1128621352 R03-M0-NC J18-U11  Lustre mount FAILED : bglio59 : block_id : location
1133135179 R03-M1-NF J07-U01  quiet NaN................................0
1133135180 R03-M1-NF J07-U01  minus inf................................0
1133135180 R03-M1-NF J07-U01  minus normalized number..................0
1133135180 R03-M1-NF J07-U01  minus denormalized number................0
1133135180 R03-M1-NF J07-U01  minus zero...............................0
1133135180 R03-M1-NF J07-U01  plus zero................................0
1133135180 R03-M1-NF J07-U01  plus denormalized number.................0
1133135180 R03-M1-NF J07-U01  plus normalized number...................1
1133135181 R03-M1-NF J07-U01  plus infinity............................0
1133135181 R03-M1-NF J07-U01  reserved.................................0
1133135181 R03-M1-NF J07-U01  invalid operation exception (software)...0
1133135181 R03-M1-NF J07-U01  invalid operation exception (sqrt).......0
1133135181 R03-M1-NF J07-U01  invalid operation exception (int cnvt)...0
1133135181 R03-M1-NF J07-U01  enable invalid operation exceptions......0
1133135181 R03-M1-NF J07-U01  enable overflow exceptions...............0
1133135182 R03-M1-NF J07-U01  enable underflow exceptions..............0
1133135182 R03-M1-NF J07-U01  enable divide-by-zero exceptions.........0
1133135182 R03-M1-NF J07-U01  enable inexact exceptions................0
1133135182 R03-M1-NF J07-U01  enable non-IEEE mode.....................0
1133135182 R03-M1-NF J07-U01  round nearest............................0
1133135182 R03-M1-NF J07-U01  round toward zero........................0
1133135182 R03-M1-NF J07-U01  round toward +infinity...................0
1133135183 R03-M1-NF J07-U01  round toward -infinity...................0
1133135183 R03-M1-NF J07-U01  Floating Point Registers:
1133135183 R03-M1-NF J07-U01  fpr0=0x03b304c3 40459fb2 00000000 408b7000
1133135183 R03-M1-NF J07-U01  fpr1=0x00000000 00000000 5a3c7939 40217dfe
1133135183 R03-M1-NF J07-U01  fpr2=0x00000000 00000000 caeeb4b5 3ff67963
1133135183 R03-M1-NF J07-U01  fpr3=0x00000000 00000000 ce430a19 3ff78987
1133135183 R03-M1-NF J07-U01  fpr4=0x00000000 00000000 98ea8be4 3f5e6e65
1133135184 R03-M1-NF J07-U01  fpr5=0xef67cb49 c02c2f8c 1c22e9ce bf732a29
1133135184 R03-M1-NF J07-U01  fpr6=0x5de6be3a 404f5793 594d4931 bf8ea01b
1133135184 R03-M1-NF J07-U01  fpr7=0x1eec0496 bfe0bbc0 6fc1328a c0255f17
1133135184 R03-M1-NF J07-U01  fpr8=0x9d744186 3ff0e303 006296a7 bf75cb0b
1133135184 R03-M1-NF J07-U01  fpr9=0x5a88ab5c c04bbccf 00000000 c01c0000
1133135184 R03-M1-NF J07-U01  fpr10=0x573a32a8 bf8004ac 00000000 401c0000
1133135184 R03-M1-NF J07-U01  fpr11=0x18021af9 400ff715 98ea8be4 3f5e6e65
1133135184 R03-M1-NF J07-U01  fpr12=0x00000000 00000000 2d21ac5c bf8048e3
1133135185 R03-M1-NF J07-U01  fpr13=0x08ea8b50 08ea4ee8 1174aee6 3f5a3b49
1133135185 R03-M1-NF J07-U01  fpr14=0xffffffff ffffffff c200fd1c 3f5fd606
1133135185 R03-M1-NF J07-U01  fpr15=0xffffffff ffffffff ef1b5045 bf583bdf
1133135185 R03-M1-NF J07-U01  fpr16=0xffffffff ffffffff 27ef75bb bf57fdd8
1133135185 R03-M1-NF J07-U01  fpr17=0xffffffff ffffffff b9c5f097 3feff9db
1133135185 R03-M1-NF J07-U01  fpr18=0xffffffff ffffffff 80000000 c3300000
1133135185 R03-M1-NF J07-U01  fpr19=0xffffffff ffffffff d6ab5368 3f553959
1133135186 R03-M1-NF J07-U01  fpr20=0xffffffff ffffffff 00000000 3fd80000
1133135186 R03-M1-NF J07-U01  fpr21=0xffffffff ffffffff 00000000 bfd40000
1133135186 R03-M1-NF J07-U01  fpr22=0xffffffff ffffffff 00000000 bff00000
1133135186 R03-M1-NF J07-U01  fpr23=0xffffffff ffffffff 00000000 3fe00000
1133135186 R03-M1-NF J07-U01  fpr24=0xffffffff ffffffff bc6a7efa bf489374
1133135186 R03-M1-NF J07-U01  fpr25=0xffffffff ffffffff aa82f4e3 3f36fdae
1133135186 R03-M1-NF J07-U01  fpr26=0xffffffff ffffffff 00000000 bfe00000
1133135187 R03-M1-NF J07-U01  fpr27=0xffffffff ffffffff 211a6973 3eda90b7
1133135187 R03-M1-NF J07-U01  fpr28=0xffffffff ffffffff d6ab5368 3f653959
1133135187 R03-M1-NF J07-U01  fpr29=0xffffffff ffffffff 00000000 408f4000
1133135187 R03-M1-NF J07-U01  fpr30=0xffffffff ffffffff 00000000 3ff00000
1133135187 R03-M1-NF J07-U01  fpr31=0xffffffff ffffffff 00000000 00000000
1133135187 R03-M1-NF J07-U01  rts panic! - stopping execution
1133135228 R03-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40628, Link has been severed
1133135232 R03-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40635, Link has been severed
1133135291 R03-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40623, Link has been severed
1133135294 R03-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40627, Link has been severed
1133135294 R03-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40626, Link has been severed
1133135295 R03-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40630, Link has been severed
1133135296 R03-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40629, Link has been severed
1133135302 R03-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40625, Link has been severed
1133135302 R03-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40624, Link has been severed
1133135303 R03-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40637, Link has been severed
1133135303 R03-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40636, Link has been severed
1133135339 R03-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40633, Link has been severed
1133135339 R03-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40632, Link has been severed
1133135340 R03-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40631, Link has been severed
1133135359 R03-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40622, Link has been severed
1133135361 R03-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40634, Link has been severed
1133150615 R03-M1-NF J07-U01  machine check interrupt (bit=0x10): L2 dcache unit read return parity error
1133150615 R03-M1-NF J07-U01  instruction address: 0x002a2560
1133150615 R03-M1-NF J07-U01  Machine Check Status Register: 0xa0000000
1133150615 R03-M1-NF J07-U01  machine check summary.............1
1133150615 R03-M1-NF J07-U01  instruction plb error.............0
1133150615 R03-M1-NF J07-U01  data read plb error...............1
1133150615 R03-M1-NF J07-U01  data write plb error..............0
1133150616 R03-M1-NF J07-U01  tlb error.........................0
1133150616 R03-M1-NF J07-U01  i-cache parity error..............0
1133150616 R03-M1-NF J07-U01  d-cache search parity error.......0
1133150616 R03-M1-NF J07-U01  d-cache flush parity error........0
1133150616 R03-M1-NF J07-U01  imprecise machine check...........0
1133150616 R03-M1-NF J07-U01  Machine State Register: 0x0002f900
1133150617 R03-M1-NF J07-U01  wait state enable.................0
1133150617 R03-M1-NF J07-U01  critical input interrupt enable...1
1133150617 R03-M1-NF J07-U01  external input interrupt enable...1
1133150617 R03-M1-NF J07-U01  problem state (0=sup,1=usr).......1
1133150617 R03-M1-NF J07-U01  floating point instr. enabled.....1
1133150617 R03-M1-NF J07-U01  machine check enable..............1
1133150617 R03-M1-NF J07-U01  floating pt ex mode 0 enable......1
1133150618 R03-M1-NF J07-U01  debug wait enable.................0
1133150618 R03-M1-NF J07-U01  debug interrupt enable............0
1133150618 R03-M1-NF J07-U01  floating pt ex mode 1 enable......1
1133150618 R03-M1-NF J07-U01  instruction address space.........0
1133150618 R03-M1-NF J07-U01  data address space................0
1133150618 R03-M1-NF J07-U01  Core Configuration Register 0: 0x00002000
1133150618 R03-M1-NF J07-U01  disable store gathering..................0
1133150619 R03-M1-NF J07-U01  disable apu instruction broadcast........0
1133150619 R03-M1-NF J07-U01  disable trace broadcast..................0
1133150619 R03-M1-NF J07-U01  guaranteed instruction cache block touch.0
1133150619 R03-M1-NF J07-U01  guaranteed data cache block touch........1
1133150619 R03-M1-NF J07-U01  force load/store alignment...............0
1133150619 R03-M1-NF J07-U01  icache prefetch depth....................0
1133150619 R03-M1-NF J07-U01  icache prefetch threshold................0
1133150619 R03-M1-NF J07-U01  General Purpose Registers:
1133150620 R03-M1-NF J07-U01  r00=0x00000000 r01=0x0ffe82b0 r02=0x1eeeeeee r03=0x0ffea4c8
1133150620 R03-M1-NF J07-U01  r04=0x00000000 r05=0x24404244 r06=0x0029fcac r07=0x00000120
1133150620 R03-M1-NF J07-U01  r08=0x00ed4920 r09=0x00000000 r10=0x003b0000 r11=0x00ed4920
1133150620 R03-M1-NF J07-U01  r12=0x00398958 r13=0x1eeeeeee r14=0x00000000 r15=0x000000f3
1133150620 R03-M1-NF J07-U01  r16=0x00000038 r17=0x000000de r18=0x00000044 r19=0x00ed4920
1133150620 R03-M1-NF J07-U01  r20=0x40000000 r21=0x40000000 r22=0xffffd000 r23=0x0ffea5c8
1133150621 R03-M1-NF J07-U01  r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000
1133150621 R03-M1-NF J07-U01  r28=0x004c9870 r29=0xd0001080 r30=0x00000078 r31=0x00000000
1133150621 R03-M1-NF J07-U01  Special Purpose Registers:
1133150621 R03-M1-NF J07-U01  lr=0x0029fcac cr=0x24424242 xer=0x00000002 ctr=0x002701f8
1133150621 R03-M1-NF J07-U01  msr=0x0002f900 dear=0x00000000 esr=0x00000000 fpscr=0x86004000
1133150621 R03-M1-NF J07-U01  dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x00002000
1133150622 R03-M1-NF J07-U01  Floating Point Status and Control Register: 0x86004000
1133150622 R03-M1-NF J07-U01  exception summary........................1
1133150622 R03-M1-NF J07-U01  enabled exception summary................0
1133150622 R03-M1-NF J07-U01  invalid operation exception summary......0
1133150622 R03-M1-NF J07-U01  overflow exception.......................0
1133150622 R03-M1-NF J07-U01  underflow exception......................0
1133150622 R03-M1-NF J07-U01  divide-by-zero exception.................1
1133150623 R03-M1-NF J07-U01  inexact exception........................1
1133150623 R03-M1-NF J07-U01  invalid (SNAN)...........................0
1133150623 R03-M1-NF J07-U01  invalid (Inf-Inf)........................0
1133150623 R03-M1-NF J07-U01  invalid (Inf/Inf)........................0
1133150623 R03-M1-NF J07-U01  invalid (Zero/Zero)......................0
1133150623 R03-M1-NF J07-U01  invalid (Inf/Zero).......................0
1133150623 R03-M1-NF J07-U01  invalid (compare)........................0
1133150624 R03-M1-NF J07-U01  fraction rounded.........................0
1133150624 R03-M1-NF J07-U01  fraction inexact.........................0
1133150624 R03-M1-NF J07-U01  quiet NaN................................0
1133150624 R03-M1-NF J07-U01  minus inf................................0
1133150624 R03-M1-NF J07-U01  minus normalized number..................0
1133150624 R03-M1-NF J07-U01  minus denormalized number................0
1133150624 R03-M1-NF J07-U01  minus zero...............................0
1133150625 R03-M1-NF J07-U01  plus zero................................0
1133150625 R03-M1-NF J07-U01  plus denormalized number.................0
1133150625 R03-M1-NF J07-U01  plus normalized number...................1
1133150625 R03-M1-NF J07-U01  plus infinity............................0
1133150625 R03-M1-NF J07-U01  reserved.................................0
1133150625 R03-M1-NF J07-U01  invalid operation exception (software)...0
1133150625 R03-M1-NF J07-U01  invalid operation exception (sqrt).......0
1133150625 R03-M1-NF J07-U01  invalid operation exception (int cnvt)...0
1133150626 R03-M1-NF J07-U01  enable invalid operation exceptions......0
1133150626 R03-M1-NF J07-U01  enable overflow exceptions...............0
1133150626 R03-M1-NF J07-U01  enable underflow exceptions..............0
1133150626 R03-M1-NF J07-U01  enable divide-by-zero exceptions.........0
1133150626 R03-M1-NF J07-U01  enable inexact exceptions................0
1133150626 R03-M1-NF J07-U01  enable non-IEEE mode.....................0
1133150627 R03-M1-NF J07-U01  round nearest............................0
1133150627 R03-M1-NF J07-U01  round toward zero........................0
1133150627 R03-M1-NF J07-U01  round toward +infinity...................0
1133150627 R03-M1-NF J07-U01  round toward -infinity...................0
1133150627 R03-M1-NF J07-U01  Floating Point Registers:
1133150627 R03-M1-NF J07-U01  fpr0=0xf119ef02 bff38ab0 00000000 408c1800
1133150627 R03-M1-NF J07-U01  fpr1=0x00000000 00000000 b1a0a46c 401ee8f2
1133150628 R03-M1-NF J07-U01  fpr2=0x00000000 00000000 f62f7a6a 401d9f8b
1133150628 R03-M1-NF J07-U01  fpr3=0x00000000 00000000 564e09c3 c0317512
1133150628 R03-M1-NF J07-U01  fpr4=0x00000000 00000000 c1d36c4c 3f627cf5
1133150628 R03-M1-NF J07-U01  fpr5=0x06baa278 c01fbab1 72ffae7b 3f6276d1
1133150628 R03-M1-NF J07-U01  fpr6=0xc65ab5cd c028c3ec 7787f21a bf687c08
1133150628 R03-M1-NF J07-U01  fpr7=0x9a9eac35 bfe2e13e 6723211a c025f045
1133150628 R03-M1-NF J07-U01  fpr8=0x400f56b3 c0009a39 002233d1 3f5c7ae7
1133150628 R03-M1-NF J07-U01  fpr9=0xbf8ec1ee c03ed1c3 00000000 c01c0000
1133150629 R03-M1-NF J07-U01  fpr10=0x34552f91 3fc0d3a3 00000000 401c0000
1133150629 R03-M1-NF J07-U01  fpr11=0xe7501094 3fb91744 c1d36c4c 3f627cf5
1133150629 R03-M1-NF J07-U01  fpr12=0x00000000 00000000 ea6dfa9e bf7ec427
1133150629 R03-M1-NF J07-U01  fpr13=0x08eb9f90 004c8328 5a2c1ba2 bf62a945
1133150629 R03-M1-NF J07-U01  fpr14=0xffffffff ffffffff c200fd1c 3f5fd606
1133150629 R03-M1-NF J07-U01  fpr15=0xffffffff ffffffff ea74c555 3f842d62
1133150629 R03-M1-NF J07-U01  fpr16=0xffffffff ffffffff 744fab69 bf5c1f8d
1133150630 R03-M1-NF J07-U01  fpr17=0xffffffff ffffffff b9c5f097 3feff9db
1133150630 R03-M1-NF J07-U01  fpr18=0xffffffff ffffffff 80000000 c3300000
1133150630 R03-M1-NF J07-U01  fpr19=0xffffffff ffffffff d6ab5368 3f553959
1133150630 R03-M1-NF J07-U01  fpr20=0xffffffff ffffffff 00000000 3fd80000
1133150630 R03-M1-NF J07-U01  fpr21=0xffffffff ffffffff 00000000 bfd40000
1133150630 R03-M1-NF J07-U01  fpr22=0xffffffff ffffffff 00000000 bff00000
1133150630 R03-M1-NF J07-U01  fpr23=0xffffffff ffffffff 00000000 3fe00000
1133150631 R03-M1-NF J07-U01  fpr24=0xffffffff ffffffff bc6a7efa bf489374
1133150631 R03-M1-NF J07-U01  fpr25=0xffffffff ffffffff aa82f4e3 3f36fdae
1133150631 R03-M1-NF J07-U01  fpr26=0xffffffff ffffffff 00000000 bfe00000
1133150631 R03-M1-NF J07-U01  fpr27=0xffffffff ffffffff 211a6973 3eda90b7
1133150631 R03-M1-NF J07-U01  fpr28=0xffffffff ffffffff d6ab5368 3f653959
1133150631 R03-M1-NF J07-U01  fpr29=0xffffffff ffffffff 00000000 408f4000
1133150631 R03-M1-NF J07-U01  fpr30=0xffffffff ffffffff 00000000 3ff00000
1133150632 R03-M1-NF J07-U01  fpr31=0xffffffff ffffffff 00000000 00000000
1133150632 R03-M1-NF J07-U01  rts panic! - stopping execution
1133150716 R03-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47072, Link has been severed
1133150716 R03-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47071, Link has been severed
1133150717 R03-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47082, Link has been severed
1133150717 R03-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47081, Link has been severed
1133150720 R03-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47076, Link has been severed
1133150720 R03-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47075, Link has been severed
1133150721 R03-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47080, Link has been severed
1133150721 R03-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47079, Link has been severed
1133150723 R03-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47078, Link has been severed
1133150723 R03-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47077, Link has been severed
1133150730 R03-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47084, Link has been severed
1133150730 R03-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47083, Link has been severed
1133150735 R03-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47074, Link has been severed
1133150735 R03-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47073, Link has been severed
1133150736 R03-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47086, Link has been severed
1133150736 R03-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47085, Link has been severed
1133314652 R03-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57655, Link has been severed
1133314653 R03-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57654, Link has been severed
1133314654 R03-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57665, Link has been severed
1133314654 R03-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57664, Link has been severed
1133314657 R03-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57659, Link has been severed
1133314658 R03-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57658, Link has been severed
1133314658 R03-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57663, Link has been severed
1133314658 R03-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57662, Link has been severed
1133314660 R03-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57661, Link has been severed
1133314660 R03-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57660, Link has been severed
1133314666 R03-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57667, Link has been severed
1133314667 R03-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57666, Link has been severed
1133314672 R03-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57657, Link has been severed
1133314672 R03-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57656, Link has been severed
1133314672 R03-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57669, Link has been severed
1133314672 R03-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:57668, Link has been severed
1133363229 R03-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:58806, Link has been severed
1133363229 R03-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:58805, Link has been severed
1133409338 R03-M0-N4 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409339 R03-M0-N4 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409341 R03-M1-N4 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409342 R03-M0-NC J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409344 R03-M1-NC J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409345 R03-M0-N8 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409345 R03-M1-N0 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409345 R03-M1-N0 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409484 R03-M0-N4 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409485 R03-M1-N8 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409485 R03-M1-N8 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409485 R03-M1-N8 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409486 R03-M1-N8 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409489 R03-M0-N0 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409489 R03-M0-N0 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409490 R03-M1-N4 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409490 R03-M1-N4 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409491 R03-M0-NC J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409492 R03-M0-NC J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409497 R03-M1-NC J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409497 R03-M1-NC J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409501 R03-M0-N8 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409501 R03-M1-N0 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409631 R03-M0-N4 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409634 R03-M0-N0 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409634 R03-M0-N0 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409634 R03-M0-N0 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409634 R03-M0-N0 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409634 R03-M1-N4 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409635 R03-M1-N4 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409635 R03-M1-N4 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409636 R03-M0-NC J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409636 R03-M0-NC J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409640 R03-M1-NC J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409640 R03-M1-NC J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409641 R03-M1-NC J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409644 R03-M0-N8 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409644 R03-M0-N8 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409644 R03-M0-N8 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409645 R03-M0-N8 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409645 R03-M1-N0 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409645 R03-M1-N0 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409766 R03-M0-N4 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409766 R03-M0-N4 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409766 R03-M1-N8 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409766 R03-M1-N8 J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409770 R03-M0-NC J18-U01  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133409776 R03-M1-N0 J18-U11  ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
1133494222 R03-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:59158, Link has been severed
1133494222 R03-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:59162, Link has been severed
1133555563 R03-M1-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52009, Link has been severed
1133555564 R03-M0-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52004, Link has been severed
1133555567 R03-M0-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52000, Link has been severed
1133555712 R03-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:51999, Link has been severed
1133555712 R03-M0-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:51998, Link has been severed
1133555713 R03-M1-N8 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52008, Link has been severed
1133555716 R03-M0-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52003, Link has been severed
1133555716 R03-M0-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52002, Link has been severed
1133555716 R03-M1-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52007, Link has been severed
1133555717 R03-M1-N4 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52006, Link has been severed
1133555718 R03-M0-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52005, Link has been severed
1133555721 R03-M1-NC J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52011, Link has been severed
1133555721 R03-M1-NC J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52010, Link has been severed
1133555723 R03-M0-N8 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52001, Link has been severed
1133555724 R03-M1-N0 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52013, Link has been severed
1133555724 R03-M1-N0 J18-U01  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52012, Link has been severed
1133622121 R03-M0-N4 J18-U11  ciod: Error reading message prefix on CioStream socket to 172.16.96.116:39754, Link has been severed
